set_tt;set_tt_o;el3A80;el3A180;el1A80;el1A180;thA80;thA180;SpotPriceEUR
tt4827;tt4827;0,347;0,353;0,043;0,718;0,43382899;0,97381978;26,44
tt4828;tt4828;0,068;1,727;0,651;0,272;0,44376099;0,99563873;27,4
tt4829;tt4829;0,284;0,561;0,565;0,129;0,36719089;0,82387512;32,76
tt4830;tt4830;0,125;0,449;0,128;0,105;0,28612188;0,64283026;35,35
tt4831;tt4831;0,425;0,185;0,085;0,191;0,21284654;0,47828295;35,83
tt4832;tt4832;0,433;0,181;0,564;1,786;0,20183126;0,45349856;38,87
tt4833;tt4833;0,68;0,081;0,101;0,258;0,17645659;0,39640555;37,51
tt4834;tt4834;0,124;0,205;0,446;0,135;0,14672816;0,32951658;39,04
tt4835;tt4835;1,271;0,093;0,053;0,25;0,15449971;0,34700257;35,98
tt4836;tt4836;0,09;0,094;0,567;0,226;0,19148366;0,43021647;32,94
tt4837;tt4837;0,107;0,123;0,341;0,232;0,18391276;0,41318195;32,87
tt4838;tt4838;0,666;0,149;1,351;1,039;0,17603186;0,39544992;32,9
tt4839;tt4839;0,172;0,938;0,017;0,202;0,17170903;0,38572355;35,11
tt4840;tt4840;0,33;0,699;0,761;0,368;0,17838561;0,40074586;39,01
tt4841;tt4841;0,612;0,219;0,269;0,849;0,18915302;0,42497252;41,42
tt4842;tt4842;0,028;1,107;1,563;0,237;0,19736061;0,4434396;42,63
tt4843;tt4843;0,313;1,138;0,107;0,412;0,2155152;0,48428743;42,01
tt4844;tt4844;0,186;0,203;0,236;1,42;0,24024232;0,53992345;40,57
tt4845;tt4845;0,333;0,766;0,866;0,158;0,26732536;0,60056492;41,38
tt4846;tt4846;0,313;0,501;0,124;0,367;0,30229569;0,67859482;36,79
tt4847;tt4847;0,114;0,801;0,258;0,385;0,35621394;0,79922174;31,43
tt4848;tt4848;0,195;0,502;0,13;0,258;0,38973017;0,87444666;27,93
tt4849;tt4849;0,12;0,192;0,113;0,426;0,41535238;0,93210043;27,15
tt4850;tt4850;0,063;0,163;0,078;0,266;0,4361393;0,97869236;27,04
tt4851;tt4851;0,154;0,092;0,199;0,224;0,44864809;1,0068282;26,8
tt4852;tt4852;0,168;0,165;0,082;0,478;0,45217766;1,0146447;26,75
tt4853;tt4853;0,141;0,163;0,116;0,132;0,40771022;0,91516457;27,31
tt4854;tt4854;0,379;0,327;0,066;0,628;0,33685376;0,75651455;30,18
tt4855;tt4855;0,165;0,301;0,164;1,709;0,29538062;0,66364654;33,12
tt4856;tt4856;0,584;0,934;0,235;0,883;0,27004544;0,60698177;33,85
tt4857;tt4857;0,632;0,526;0,042;0,343;0,22265155;0,50034552;34,83
tt4858;tt4858;0,437;0,277;1,96;0,138;0,19102846;0,42919356;33,83
tt4859;tt4859;0,072;0,905;0,124;1,161;0,16869826;0,37895062;32,25
tt4860;tt4860;0,591;0,397;0,022;0,869;0,15269982;0,34295413;30,02
tt4861;tt4861;0,248;0,221;1,171;0,383;0,13891349;0,31193488;28,78
tt4862;tt4862;0,167;0,682;0,153;0,179;0,13910051;0,31235567;29,18
tt4863;tt4863;0,168;0,283;0,185;0,373;0,14090042;0,31640549;29,82
tt4864;tt4864;0,48;0,815;0,735;0,49;0,14165611;0,31810579;32,45
tt4865;tt4865;1,125;0,898;0,283;2,072;0,14411401;0,32363605;32,87
tt4866;tt4866;1,172;2,126;0,064;0,436;0,15193652;0,3412367;32,33
tt4867;tt4867;0,172;0,202;2,085;0,379;0,17023637;0,38241137;31,03
tt4868;tt4868;0,424;0,446;0,219;0,779;0,19411839;0,43614592;30,6
tt4869;tt4869;0,414;0,341;0,32;1,097;0,22673896;0,50902419;28,89
tt4870;tt4870;0,104;1,042;0,194;0,29;0,2645908;0,59321731;27,05
tt4871;tt4871;0,061;0,174;0,04;0,517;0,30785691;0,69023561;27,26
tt4872;tt4872;0,103;0,142;0,163;0,315;0,33858476;0,75888513;27,02
tt4873;tt4873;0,073;0,128;0,142;0,125;0,36618441;0,82069979;26,05
tt4874;tt4874;0,082;0,73;0,009;0,031;0,39035668;0,87512327;24,68
tt4875;tt4875;0,15;0,254;0,087;0,073;0,42499603;0,95296316;23,07
tt4876;tt4876;0,088;0,141;0,216;0,157;0,43278742;0,97051172;23,96
tt4877;tt4877;0,067;0,26;0,063;0,337;0,39190353;0,87927636;23,9
tt4878;tt4878;0,362;0,149;0,264;0,354;0,30526552;0,68596423;25,17
tt4879;tt4879;0,188;0,065;0,053;0,146;0,27905635;0,6272537;25,78
tt4880;tt4880;0,326;0,603;0,587;0,46;0,2529567;0,56852949;26,67
tt4881;tt4881;0,133;0,704;0,838;0,284;0,19964799;0,4485849;26,87
tt4882;tt4882;0,069;1,683;0,094;0,732;0,18397357;0,41331745;27,18
tt4883;tt4883;0,132;0,257;0,094;0,31;0,17341873;0,38956906;27,22
tt4884;tt4884;0,256;0,409;0,52;0,258;0,17133732;0,38488589;26,3
tt4885;tt4885;0,148;0,103;0,274;0,056;0,17774697;0,39930759;25,51
tt4886;tt4886;0,089;0,253;0,273;0,553;0,17907544;0,40229666;20,34
tt4887;tt4887;0,081;0,443;0,288;0,32;0,17985337;0,404047;23,07
tt4888;tt4888;2,298;0,142;0,396;0,365;0,17549412;0,39423869;27,05
tt4889;tt4889;0,333;0,306;0,266;1,45;0,182302;0,40955641;29,62
tt4890;tt4890;0,141;1,599;0,617;0,303;0,19564475;0,43957761;37,05
tt4891;tt4891;0,556;0,255;0,179;3,481;0,22288447;0,50086697;38,51
tt4892;tt4892;0,067;0,135;0,178;0,676;0,26105302;0,58674621;39,42
tt4893;tt4893;0,623;0,207;1,377;0,509;0,30666344;0,68936965;42,85
tt4894;tt4894;0,177;0,155;0,285;0,27;0,33531808;0,75314302;39,07
tt4895;tt4895;0,18;0,19;0,172;0,242;0,37281128;0,83691973;27,05
tt4896;tt4896;0,115;0,202;0,081;0,367;0,3851783;0,86466898;35,62
tt4897;tt4897;0,242;0,184;0,063;0,353;0,41126137;0,92340065;32,7
tt4898;tt4898;0,329;0,17;0,046;0,584;0,42371549;0,95133291;31,28
tt4899;tt4899;0,138;0,117;0,275;0,243;0,42663265;0,95785177;30,46
tt4900;tt4900;0,099;0,111;0,063;0,172;0,45723651;1,02679997;33,24
tt4901;tt4901;0,267;0,541;0,11;0,259;0,4132685;0,92828365;41,9
tt4902;tt4902;0,169;0,208;0,14;0,936;0,30180979;0,6782623;44,18
tt4903;tt4903;0,194;0,251;0,063;0,55;0,25363219;0,57005065;44,12
tt4904;tt4904;0,155;0,938;0,067;0,268;0,22428977;0,50403022;48,23
tt4905;tt4905;0,241;1,035;0,52;0,449;0,21086352;0,47382114;48,45
tt4906;tt4906;0,4;0,315;0,231;2,225;0,20174417;0,4533026;47,77
tt4907;tt4907;0,128;0,396;0,098;0,139;0,18818989;0,42280548;46,47
tt4908;tt4908;0,279;1,905;0,001;0,254;0,19153346;0,43032851;44,91
tt4909;tt4909;0,109;0,188;0,994;0,209;0,19148408;0,4302174;42,29
tt4910;tt4910;0,117;1,418;0,192;0,159;0,18305437;0,41125055;40,94
tt4911;tt4911;0,346;0,147;0,338;1,19;0,18782224;0,42197827;39,2
tt4912;tt4912;0,118;0,266;0,037;0,147;0,18827644;0,42300023;39,7
tt4913;tt4913;1,379;0,383;0,586;1,142;0,18567725;0,41715205;38,18
tt4914;tt4914;0,303;0,209;0,103;0,653;0,1905678;0,42815577;38,66
tt4915;tt4915;1,976;0,856;0,033;2,108;0,20260731;0,45524467;36,43
tt4916;tt4916;0,615;0,655;0,398;1,217;0,22585173;0,50754461;34,73
tt4917;tt4917;1,158;0,285;0,773;0,346;0,27086966;0,60883496;34,59
tt4918;tt4918;0,284;0,128;0,08;0,721;0,29843754;0,6707016;29,66
tt4919;tt4919;0,014;0,084;0,076;0,785;0,32061753;0,72050813;30,27
tt4920;tt4920;0,318;0,288;0,191;0,133;0,34208316;0,76847336;28,26
tt4921;tt4921;0,236;0,206;0,012;0,114;0,35945391;0,80730699;26,79
tt4922;tt4922;0,107;0,391;0,542;0,071;0,37838887;0,8497949;26,81
tt4923;tt4923;0,19;0,231;0,26;0,573;0,38320368;0,86028991;26,04
tt4924;tt4924;0,081;0,24;0,05;0,148;0,3986646;0,89478319;26,21
tt4925;tt4925;0,132;0,347;0,08;0,351;0,33573889;0,75346743;27,11
tt4926;tt4926;0,079;0,122;0,439;0,434;0,23616876;0,5307612;28,54
tt4927;tt4927;0,303;0,255;0,147;0,874;0,22243699;0,49986471;29,76
tt4928;tt4928;0,218;0,526;0,018;0,143;0,22340274;0,50203765;29,58
tt4929;tt4929;0,382;0,659;0,121;0,248;0,23399133;0,52586199;30,5
tt4930;tt4930;0,191;0,152;0,392;0,39;0,23116534;0,5195035;29,87
tt4931;tt4931;1,039;0,754;0,183;0,109;0,22767839;0,51165787;29,77
tt4932;tt4932;0,349;0,291;0,775;0,323;0,23634872;0,53116611;29,53
tt4933;tt4933;0,309;0,211;0,163;0,318;0,23048921;0,5179822;29,48
tt4934;tt4934;0,079;0,622;0,357;0,129;0,2123959;0,47727226;29,18
tt4935;tt4935;0,237;0,134;0,391;0,097;0,19600098;0,4403837;28,87
tt4936;tt4936;0,189;0,213;0,126;0,087;0,18347632;0,41220322;29,77
tt4937;tt4937;1,754;0,744;0,063;1,496;0,18170182;0,40821058;36,95
tt4938;tt4938;0,101;0,067;0,213;1,392;0,19444585;0,43688464;35,4
tt4939;tt4939;0,174;0,169;0,74;0,543;0,20524337;0,46117906;33,78
tt4940;tt4940;0,38;0,333;0,055;0,067;0,23430748;0,52657333;32,96
tt4941;tt4941;0,4;0,309;0,103;0,625;0,29072227;0,65350659;32,21
tt4942;tt4942;0,073;1,336;0,322;0,406;0,32226962;0,72426557;29,01
tt4943;tt4943;0,429;0,469;0,107;0,237;0,3577922;0,80370169;25,74
tt4944;tt4944;0,704;0,088;0,128;0,113;0,36797822;0,8260564;25,24
tt4945;tt4945;0,082;0,163;0,171;1,432;0,38786611;0,87048658;22,64
tt4946;tt4946;0,075;0,254;0,204;0,207;0,4079862;0,91564103;22,93
tt4947;tt4947;0,091;0,15;0,246;0,459;0,42602033;0,95634248;21,23
tt4948;tt4948;0,057;0,113;0,159;1,087;0,42952933;0,9644603;26,16
tt4949;tt4949;0,481;0,113;0,577;1,487;0,39299614;0,88279482;28,54
tt4950;tt4950;0,092;0,346;0,154;0,264;0,29629342;0,66590813;29,49
tt4951;tt4951;0,14;0,194;0,116;0,276;0,23227585;0,52200215;37,78
tt4952;tt4952;0,696;0,338;0,628;0,104;0,19154161;0,43035012;37,92
tt4953;tt4953;0,411;0,196;0,108;0,452;0,16292925;0,36597231;37,96
tt4954;tt4954;0,107;0,263;0,164;1,419;0,16969126;0,38118682;38,08
tt4955;tt4955;0,182;0,289;0,235;0,448;0,16035192;0,3601733;37,96
tt4956;tt4956;0,079;0,24;0,192;1,227;0,16929407;0,38029315;37,73
tt4957;tt4957;0,122;0,087;0,667;0,206;0,17470553;0,39246893;36,08
tt4958;tt4958;0,121;0,843;0,075;0,942;0,16655499;0,37413021;35,23
tt4959;tt4959;0,172;0,18;0,549;0,101;0,16146598;0,36267994;34,38
tt4960;tt4960;0,044;0,242;1,486;0,32;0,15775157;0,35432253;35,27
tt4961;tt4961;0,676;1,465;0,057;0,329;0,16190585;0,36366964;36,39
tt4962;tt4962;0,506;1,305;0,317;1,08;0,16524211;0,37117624;37,94
tt4963;tt4963;0,247;0,085;0,056;0,567;0,16921115;0,38010658;36,93
tt4964;tt4964;0,457;0,563;1,988;1,468;0,20113896;0,45194415;35,93
tt4965;tt4965;0,844;1,758;0,325;1,007;0,24259967;0,54521295;35,75
tt4966;tt4966;0,162;0,187;0,3;0,223;0,28778369;0,64682357;30,07
tt4967;tt4967;0,253;0,133;0,271;0,178;0,31057127;0,69790866;28,75
tt4968;tt4968;0,285;1,032;0,414;0,141;0,35074147;0,78816122;26,7
tt4969;tt4969;0,057;0,167;0,394;0,345;0,3897648;0,87587698;24,85
tt4970;tt4970;0,071;0,132;0,271;0,177;0,41733443;0,93787293;23,69
tt4971;tt4971;0,292;0,196;0,14;0,557;0,42714613;0,95994032;24,48
tt4972;tt4972;0,086;0,071;0,056;0,034;0,42631398;0,95788934;27,02
tt4973;tt4973;0,873;0,261;0,224;0,238;0,3812104;0,85624553;29
tt4974;tt4974;0,211;0,137;0,497;0,122;0,23692496;0,53175513;35,31
tt4975;tt4975;0,032;0,175;0,121;0,456;0,19093685;0,42834439;37,91
tt4976;tt4976;1,064;0,164;0,178;0,942;0,1681389;0,37717405;37,89
tt4977;tt4977;1,555;1,739;0,18;0,198;0,15853803;0,35609009;38,05
tt4978;tt4978;0,485;0,241;0,096;0,275;0,15080256;0,3386853;37,56
tt4979;tt4979;0,216;0,112;0,229;0,347;0,14219833;0,31932577;37,57
tt4980;tt4980;0,412;0,204;0,179;1,575;0,14608377;0,32806802;37,12
tt4981;tt4981;1,811;0,451;0,25;0,408;0,1450875;0,32582641;35,14
tt4982;tt4982;0,145;1,588;0,093;0,168;0,1554789;0,34920706;33,69
tt4983;tt4983;0,649;0,472;0,254;0,138;0,15658293;0,35169114;33,57
tt4984;tt4984;0,159;1,973;0,602;0,59;0,14824699;0,33293527;35,74
tt4985;tt4985;1,667;0,148;0,96;0,14;0,14641922;0,32882277;37,32
tt4986;tt4986;0,611;1,041;0,658;0,263;0,15110149;0,33935788;38,98
tt4987;tt4987;0,423;0,183;0,116;0,484;0,15844171;0,35587338;38,06
tt4988;tt4988;0,13;0,342;0,395;0,706;0,20089468;0,45086563;36,87
tt4989;tt4989;0,008;0,527;0,082;0,177;0,23431431;0,52488979;36,55
tt4990;tt4990;0,073;0,523;0,233;0,535;0,25436186;0,56950557;30,24
tt4991;tt4991;0,649;0,258;0,222;0,187;0,27698846;0,62004029;33,86
tt4992;tt4992;0,16;0,129;0,06;0,106;0,29346088;0,65702219;28,07
tt4993;tt4993;0,078;0,169;0,298;0,645;0,31974023;0,71585897;27,42
tt4994;tt4994;0,191;0,257;0,12;0,521;0,3458009;0,77434414;26,8
tt4995;tt4995;0,035;0,097;0,007;0,27;0,35596942;0,79701852;26,46
tt4996;tt4996;0,157;0,249;0,125;0,307;0,36781182;0,82369064;27,48
tt4997;tt4997;0,264;0,29;0,735;0,26;0,32617134;0,73056935;32,13
tt4998;tt4998;0,555;0,213;0,174;0,606;0,23224301;0,52037022;38
tt4999;tt4999;0,171;0,438;0,158;0,284;0,1663036;0,37317285;38,8
tt5000;tt5000;2,083;0,152;0,053;0,352;0,15179276;0,3409152;37,05
tt5001;tt5001;0,291;0,52;1,437;0,426;0,14092736;0,31646806;35,5
tt5002;tt5002;0,148;0,528;0,314;0,599;0,14048881;0,31548131;31
tt5003;tt5003;0,015;0,148;0,742;0,948;0,14444059;0,32437282;27,51
tt5004;tt5004;0,172;0,199;0,004;0,19;0,15227561;0,34200162;25,17
tt5005;tt5005;0,033;0,17;0,083;0,508;0,15889617;0,35689787;26,59
tt5006;tt5006;0,508;0,583;0,414;0,548;0,14952649;0,33575376;26,06
tt5007;tt5007;0,384;0,582;1,004;0,313;0,14756312;0,33122934;26,31
tt5008;tt5008;0,1;0,078;0,087;0,319;0,15679483;0,35216986;28,37
tt5009;tt5009;1,141;1,458;0,102;0,328;0,15939498;0,35791335;27,83
tt5010;tt5010;1,313;2,579;0,551;0,513;0,16849828;0,37809307;27,78
tt5011;tt5011;0,227;0,156;0,09;0,438;0,16647611;0,37334732;27,67
tt5012;tt5012;0,034;0,241;2,454;0,389;0,17170111;0,38505015;27,64
tt5013;tt5013;0,063;0,352;0,299;0,128;0,18042018;0,40463245;27,62
tt5014;tt5014;0,041;0,137;0,311;0,185;0,19531746;0,43813353;27,1
tt5015;tt5015;0,101;0,292;0,282;1,758;0,21886964;0,49109922;27,77
tt5016;tt5016;0,066;0,213;0,151;0,119;0,23871703;0,53564626;23,35
tt5017;tt5017;0,006;0,315;0,112;0,257;0,26486278;0,59417053;18,99
tt5018;tt5018;0,125;0,133;0,711;0,448;0,27935695;0,62650583;14,64
tt5019;tt5019;0,091;0,23;0,153;0,356;0,28708198;0,64354812;10,37
tt5020;tt5020;0,176;0,119;0,712;0,407;0,30587934;0,68559237;12,18
tt5021;tt5021;0,106;0,135;0,063;0,449;0,30234011;0,67791459;14,88
tt5022;tt5022;0,168;0,272;0,069;0,821;0,25524547;0,57197841;21,52
tt5023;tt5023;0,212;0,227;0,21;0,365;0,20932979;0,4690161;23,72
tt5024;tt5024;0,086;1,592;0,288;0,18;0,1721036;0,38587278;24,72
tt5025;tt5025;1,958;0,11;0,406;0,472;0,15337792;0,34425747;25,99
tt5026;tt5026;1,136;0,391;0,154;0,34;0,13845681;0,31090801;25,88
tt5027;tt5027;0,422;2,296;0,675;0,6;0,14177455;0,31835509;24,99
tt5028;tt5028;0,176;0,846;0,495;0,049;0,14567031;0,32713838;24,04
tt5029;tt5029;0,411;0,682;0,086;0,3;0,14942554;0,33558766;22,97
tt5030;tt5030;0,203;0,096;0,216;0,252;0,16540571;0,37154303;21,67
tt5031;tt5031;0,279;0,346;0,249;0,485;0,15604265;0,35047615;19,26
tt5032;tt5032;1,617;1,487;0,194;0,123;0,15715891;0,35298774;25,47
tt5033;tt5033;0,005;0,556;0,37;0,577;0,17436223;0,3916952;30,13
tt5034;tt5034;0,135;0,176;0,185;0,789;0,21142644;0,47508969;27,71
tt5035;tt5035;0,653;0,098;0,457;0,328;0,22853037;0,5134843;27,21
tt5036;tt5036;0,179;0,778;0,06;0,782;0,23733992;0,53226193;27,29
tt5037;tt5037;0,352;0,266;0,779;0,475;0,25347838;0,56736009;27,46
tt5038;tt5038;0,393;0,387;0,573;0,119;0,2765749;0,6187741;27,2
tt5039;tt5039;0,247;0,46;0,255;0,28;0,30871579;0,69060933;26,92
tt5040;tt5040;0,376;0,452;0,021;0,219;0,32241908;0,72137426;21,16
tt5041;tt5041;0,18;0,111;0,215;0,485;0,33905564;0,75904841;22,3
tt5042;tt5042;0,103;0,245;0,097;0,109;0,3680112;0,8243056;23,47
tt5043;tt5043;0,167;0,065;0,102;0,3;0,38521154;0,86323858;22,2
tt5044;tt5044;0,097;0,261;0,026;0,186;0,40693193;0,91225234;22,26
tt5045;tt5045;0,236;0,156;0,342;0,099;0,39024216;0,87513799;22,26
tt5046;tt5046;0,252;0,063;0,095;0,156;0,33618747;0,75430983;23,48
tt5047;tt5047;0,139;0,197;0,087;0,471;0,27913424;0,62644914;24,39
tt5048;tt5048;0,158;0,09;0,168;0,204;0,25010394;0,56109524;24,45
tt5049;tt5049;0,727;0,406;0,061;0,303;0,23595682;0,52938033;25,36
tt5050;tt5050;0,389;0,202;0,402;0,891;0,21813031;0,48990481;25,11
tt5051;tt5051;0,908;0,723;0,269;0,214;0,21105479;0,47421708;25,35
tt5052;tt5052;0,197;0,72;0,113;0,525;0,20560398;0,46198849;24,58
tt5053;tt5053;0,628;0,449;0,098;0,451;0,19942247;0,44755315;0,12
tt5054;tt5054;0,2;0,224;0,139;0,746;0,18514459;0,41576732;0,12
tt5055;tt5055;0,376;1,586;0,206;0,881;0,18838857;0,42297694;21,27
tt5056;tt5056;0,185;1,194;1,489;1,066;0,21293192;0,47847634;5,01
tt5057;tt5057;0,069;1,152;0,718;1,426;0,22494478;0,50525522;22,54
tt5058;tt5058;2,703;1,859;0,576;1,102;0,2384153;0,53544777;31,77
tt5059;tt5059;0,135;0,446;0,216;0,124;0,25288421;0,56735978;34,52
tt5060;tt5060;0,204;1,256;0,142;0,231;0,27901344;0,62574864;35,93
tt5061;tt5061;0,525;0,786;1,618;0,545;0,30144071;0,67636183;27,54
tt5062;tt5062;0,119;0,167;0,157;0,729;0,32117141;0,72069337;27,11
tt5063;tt5063;0,256;0,107;0,832;1,444;0,33820484;0,75870601;26
tt5064;tt5064;0,067;0,162;0,606;0,138;0,35934606;0,80585961;25,56
tt5065;tt5065;0,069;0,159;0,043;0,338;0,38164928;0,85570577;25,28
tt5066;tt5066;0,322;0,592;0,099;0,459;0,40226559;0,90195851;24,32
tt5067;tt5067;0,194;0,088;0,245;0,206;0,43117611;0,96697145;24,64
tt5068;tt5068;0,265;0,104;0,173;0,086;0,45096181;1,0116947;26,01
tt5069;tt5069;0,071;0,307;0,194;0,289;0,44142982;0,99044419;26,97
tt5070;tt5070;0,331;1,604;0,097;2,906;0,37188015;0,83430575;27,52
tt5071;tt5071;0,205;1,293;0,648;0,141;0,31589556;0,70874234;27,73
tt5072;tt5072;0,125;0,28;0,193;1,12;0,27262217;0,61165408;27,77
tt5073;tt5073;0,686;0,128;0,55;0,298;0,210083;0,47183408;27,77
tt5074;tt5074;0,074;0,239;0,238;0,58;0,16135731;0,36243349;27,65
tt5075;tt5075;0,093;0,182;0,136;2,483;0,15087654;0,33885176;27,55
tt5076;tt5076;0,124;0,165;0,19;1,108;0,14982915;0,33649512;27,4
tt5077;tt5077;0,456;0,164;0,188;0,098;0,14866382;0,33290856;27,35
tt5078;tt5078;0,138;0,526;0,982;0,551;0,20746098;0,46498782;27,27
tt5079;tt5079;0,545;1,272;0,103;0,553;0,26250924;0,58882853;27,26
tt5080;tt5080;0,642;2,024;0,181;1,139;0,21444743;0,48076093;27,34
tt5081;tt5081;0,075;0,341;0,408;0,06;0,20417775;0,45772559;27,39
tt5082;tt5082;0,255;0,452;1,19;0,407;0,20394469;0,45728158;27,37
tt5083;tt5083;0,75;0,224;0,23;0,184;0,23013253;0,5157398;27,41
tt5084;tt5084;0,14;0,865;0,737;3,57;0,26745938;0,59936797;27,47
tt5085;tt5085;0,141;0,196;0,258;1,541;0,31693876;0,71058047;37,84
tt5086;tt5086;0,178;0,339;0,276;1,217;0,37503249;0,84111273;26,88
tt5087;tt5087;0,242;0,171;0,53;0,145;0,40469204;0,90746268;26,97
tt5088;tt5088;0,083;0,075;0,247;0,07;0,43189658;0,96813064;26,62
tt5089;tt5089;0,063;0,306;0,101;0,183;0,45197093;1,01301235;26,18
tt5090;tt5090;0,15;0,149;0,085;0,149;0,46854119;1,05004667;26,79
tt5091;tt5091;0,062;0,109;0,177;0,195;0,47341565;1,06065883;25,95
tt5092;tt5092;0,093;0,683;0,081;0,139;0,46901081;1,05053471;27,54
tt5093;tt5093;0,126;0,205;0,172;0,498;0,44077266;0,98701664;32,66
tt5094;tt5094;0,259;0,28;0,232;0,088;0,37567795;0,84197506;37
tt5095;tt5095;0,133;0,21;0,326;0,279;0,27637236;0,61990568;38,94
tt5096;tt5096;0,18;0,476;0,041;0,513;0,23301759;0,52295273;38,09
tt5097;tt5097;0,098;0,071;0,031;0,306;0,20261189;0,45488638;37,9
tt5098;tt5098;0,67;0,414;0,079;0,555;0,16818884;0,37761221;37,08
tt5099;tt5099;0,741;0,375;0,138;0,136;0,167671;0,37657146;36,45
tt5100;tt5100;0,261;0,146;0,065;0,446;0,15710402;0,35280463;35,93
tt5101;tt5101;0,355;0,062;0,244;0,018;0,16868309;0,37890196;35,91
tt5102;tt5102;0,925;0,205;0,799;0,222;0,16216584;0,36363402;36
tt5103;tt5103;0,079;0,185;0,397;0,121;0,15899002;0,35554666;36,61
tt5104;tt5104;0,202;0,004;0,242;0,06;0,23091904;0,51736031;38,47
tt5105;tt5105;0,959;0,219;0,142;0,747;0,21826556;0,48914762;40,94
tt5106;tt5106;0,734;0,746;0,328;0,262;0,21542272;0,48311549;41,06
tt5107;tt5107;0,589;0,445;0,447;0,271;0,24409657;0,54726739;38,96
tt5108;tt5108;0,081;0,758;0,672;1,119;0,27820411;0,62336969;37,04
tt5109;tt5109;0,141;3,165;0,164;0,503;0,31073957;0,6962635;35,94
tt5110;tt5110;0,144;0,254;0,245;0,238;0,33088287;0,74124832;31,69
tt5111;tt5111;0,148;0,106;0,413;1,153;0,36202456;0,81108613;27,62
tt5112;tt5112;0,023;1,25;0,068;0,194;0,41849025;0,9379513;25,74
tt5113;tt5113;0,067;0,126;0,188;0,185;0,43170097;0,96720059;25,36
tt5114;tt5114;0,072;0,35;0,075;0,155;0,46636188;1,04500106;25,02
tt5115;tt5115;0,136;0,314;0,119;0,111;0,47587106;1,06615685;25,16
tt5116;tt5116;0,19;0,241;0,256;0,526;0,46989858;1,05276318;27,07
tt5117;tt5117;0,101;0,125;0,212;0,338;0,42771777;0,95814068;29,53
tt5118;tt5118;1,008;0,514;0,533;0,121;0,3425041;0,76730725;32,07
tt5119;tt5119;0,129;0,388;0,196;0,247;0,23355404;0,52299585;35,69
tt5120;tt5120;0,168;0,103;0,088;0,167;0,18837144;0,42157488;35,6
tt5121;tt5121;0,408;0,52;0,384;0,162;0,17384877;0,38893442;35,09
tt5122;tt5122;1,201;1,096;0,103;0,105;0,14716447;0,32855713;33,93
tt5123;tt5123;1,318;1,129;1,064;0,213;0,13380004;0,29909132;32,16
tt5124;tt5124;0,052;0,246;1,008;0,301;0,1223889;0,27330075;29,18
tt5125;tt5125;0,215;0,095;1,029;0,579;0,12198219;0,27330075;28,87
tt5126;tt5126;0,162;0,091;0,342;1,084;0,12199403;0,27330075;27,97
tt5127;tt5127;0,19;0,299;0,235;1,269;0,12196639;0,27330075;28,12
tt5128;tt5128;1,589;1,534;0,025;2,088;0,12324767;0,27592598;35,99
tt5129;tt5129;0,344;0,351;0,774;0,559;0,15327099;0,34347846;39,23
tt5130;tt5130;0,388;0,784;0,674;0,136;0,15491604;0,34688662;40,94
tt5131;tt5131;0,238;0,479;0,135;0,338;0,17644087;0,39486438;39,27
tt5132;tt5132;0,337;0,244;0,326;0,598;0,20196274;0,45148897;38,15
tt5133;tt5133;0,362;0,312;0,413;1,199;0,23380307;0,52256999;37,53
tt5134;tt5134;0,183;0,299;0,724;0,271;0,26693984;0,59688786;34,46
tt5135;tt5135;0,182;0,252;0,059;0,274;0,28515349;0,63748654;28,1
tt5136;tt5136;0,087;0,394;0,109;0,855;0,29333301;0,65565986;25,94
tt5137;tt5137;0,125;0,107;0,114;0,209;0,29728748;0,66434596;24,76
tt5138;tt5138;0,165;0,166;0,171;0,144;0,30489777;0,68134383;23,36
tt5139;tt5139;0,115;0,318;0,223;0,229;0,31613322;0,70636402;23,39
tt5140;tt5140;0,659;0,124;0,083;0,513;0,31559427;0,70521404;25,08
tt5141;tt5141;0,127;0,981;0,041;0,359;0,29445936;0,658108;26,7
tt5142;tt5142;0,124;0,158;1,596;0,242;0,23296239;0,52035737;28,8
tt5143;tt5143;0,185;0,168;0,165;0,162;0,17574832;0,39286083;32,52
tt5144;tt5144;0,281;0,128;0,453;0,205;0,15210192;0,34024714;35,04
tt5145;tt5145;0,117;0,009;1,238;0,674;0,14555624;0,325403;35,03
tt5146;tt5146;0,339;0,41;0,191;0,312;0,13948946;0,3114574;33,87
tt5147;tt5147;0,337;0,116;0,706;0,418;0,13515543;0,30148207;30,57
tt5148;tt5148;0,341;1,55;0,119;0,651;0,13255012;0,29473406;27,13
tt5149;tt5149;0,305;0,647;0,171;0,628;0,12887738;0,28710587;22,03
tt5150;tt5150;0,664;0,164;0,524;0,382;0,12982198;0,28915961;25,99
tt5151;tt5151;0,422;1,824;0,085;0,314;0,13134522;0,2932671;25,95
tt5152;tt5152;0,07;0,848;1,497;4,613;0,13071934;0,29238693;24,84
tt5153;tt5153;0,341;0,259;1,103;1,317;0,13314118;0,29796137;26,82
tt5154;tt5154;1,056;0,906;0,304;0,558;0,13068354;0,29238693;27,07
tt5155;tt5155;0,451;0,769;0,458;0,197;0,13688941;0,3061443;26,8
tt5156;tt5156;1,326;0,646;0,374;0,452;0,16972344;0,37884839;26,81
tt5157;tt5157;0,353;0,622;0,195;0,863;0,21012129;0,46851741;26,67
tt5158;tt5158;0,1;0,096;0,859;0,225;0,24070099;0,53683843;25,52
