set_tt;set_tt_o;el3A80;el3A180;el1A80;el1A180;thA80;thA180;SpotPriceEUR
tt5159;tt5159;0,297;0,289;0,253;0,396;0,28236741;0,6302925;25,16
tt5160;tt5160;0,15;0,141;0,803;0,181;0,31773553;0,70985458;22,7
tt5161;tt5161;0,175;0,665;0,352;0,137;0,3361388;0,75130866;21,3
tt5162;tt5162;0,176;0,177;0,096;0,329;0,36556153;0,81707974;19,03
tt5163;tt5163;0,113;0,121;0,144;0,289;0,39419218;0,88155247;18,95
tt5164;tt5164;0,078;0,281;0,095;0,236;0,40716783;0,91179594;21,48
tt5165;tt5165;0,724;0,15;0,057;0,2;0,38560045;0,86337685;28,24
tt5166;tt5166;0,148;0,262;1,914;0,291;0,28859808;0,64638482;26,12
tt5167;tt5167;0,257;0,175;0,1;0,195;0,20799851;0,46641554;26,52
tt5168;tt5168;0,339;0,48;0,284;0,366;0,16737246;0,37518614;26,61
tt5169;tt5169;0,512;0,412;0,136;0,259;0,1613497;0,36151844;28,42
tt5170;tt5170;0,104;0,313;0,051;0,418;0,14918985;0,33407814;23,62
tt5171;tt5171;0,13;0,165;0,052;1,586;0,15982112;0,35806122;25,26
tt5172;tt5172;0,896;1,325;0,127;0,327;0,1381744;0,309159;25,06
tt5173;tt5173;0,288;0,203;0,154;1,109;0,12268825;0,27401052;9,58
tt5174;tt5174;0,09;2,138;0,273;1,386;0,12289531;0,27401052;10,36
tt5175;tt5175;0,284;0,37;0,109;0,343;0,1227878;0,27401052;10,32
tt5176;tt5176;1,502;1,26;0,237;1,154;0,1227002;0,27401052;20,04
tt5177;tt5177;1,872;1,428;0,817;0,317;0,1225887;0,27401052;28,46
tt5178;tt5178;0,592;0,48;0,475;0,348;0,12244535;0,27401052;26,06
tt5179;tt5179;0,916;0,167;0,143;0,273;0,14712664;0,3296599;25,89
tt5180;tt5180;0,55;0,563;0,289;0,194;0,18881227;0,42321963;25,86
tt5181;tt5181;0,271;0,219;0,737;0,376;0,23424123;0,524942;25,63
tt5182;tt5182;0,175;0,241;0,18;0,168;0,27343733;0,61290925;24,58
tt5183;tt5183;0,212;0,284;0,316;0,484;0,30844553;0,69132828;24
tt5184;tt5184;0,637;0,21;0,196;0,211;0,32970668;0,73890017;23,03
tt5185;tt5185;0,225;0,327;0,282;0,644;0,34325272;0,76923802;22
tt5186;tt5186;0,158;1,026;0,185;0,263;0,35476941;0,79508779;21,49
tt5187;tt5187;0,121;0,137;0,157;0,469;0,36676544;0,82198916;20,7
tt5188;tt5188;0,03;0,367;0,052;0,326;0,392874;0,8808321;20,44
tt5189;tt5189;0,245;1,378;0,444;0,098;0,39012707;0,87493852;22,84
tt5190;tt5190;0,082;0,202;0,18;0,745;0,30763642;0,68989062;23,67
tt5191;tt5191;0,061;0,317;0,359;0,792;0,22022842;0,49378767;24,75
tt5192;tt5192;0,83;0,275;0,47;0,219;0,1643527;0,36854265;25,28
tt5193;tt5193;0,633;0,434;0,051;0,077;0,12648689;0,28397242;25,62
tt5194;tt5194;1,2;0,231;0,492;0,71;0,12214811;0,27421015;25,57
tt5195;tt5195;0,178;2,026;0,303;0,847;0,12214811;0,27421015;25,06
tt5196;tt5196;0,461;0,798;0,122;0,111;0,12214811;0,27421015;23,37
tt5197;tt5197;0,104;0,367;1,19;0,254;0,12214811;0,27421015;23,43
tt5198;tt5198;0,406;0,275;0,266;0,74;0,12264835;0,27533569;24,55
tt5199;tt5199;0,262;0,195;0,089;0,204;0,12214811;0,27421015;25,04
tt5200;tt5200;1,268;0,697;0,126;0,352;0,1337442;0,30030137;25,88
tt5201;tt5201;0,415;1,817;0,279;0,435;0,15087147;0,33883773;26,67
tt5202;tt5202;0,764;1,144;0,136;0,426;0,1370706;0,30653011;26,78
tt5203;tt5203;0,208;0,443;0,057;1,021;0,15380016;0,34416264;26,69
tt5204;tt5204;0,069;0,677;0,386;1,773;0,2137556;0,47899063;27,3
tt5205;tt5205;0,146;0,064;0,311;0,098;0,28047026;0,62876676;26,68
tt5206;tt5206;0,427;0,658;0,071;0,37;0,33586199;0,75338023;25,24
tt5207;tt5207;0,105;0,217;0,1;0,164;0,36649422;0,82223994;24,91
tt5208;tt5208;0,228;0,246;0,289;0,524;0,3992959;0,89557143;20,57
tt5209;tt5209;0,25;0,366;0,075;0,493;0,42947976;0,96312668;18,03
tt5210;tt5210;0,043;0,147;0,484;0,415;0,43332432;0,97156192;16,59
tt5211;tt5211;0,04;0,296;0,131;0,206;0,45697786;1,02463006;13,69
tt5212;tt5212;0,148;0,22;0,113;0,282;0,47274509;1,06018696;10,87
tt5213;tt5213;0,169;0,111;0,216;0,125;0,43167781;0,96796477;10,75
tt5214;tt5214;1,201;0,287;0,677;0,21;0,30464147;0,68270642;16,25
tt5215;tt5215;0,809;0,671;0,066;0,153;0,2071988;0,46444596;20,24
tt5216;tt5216;1,836;0,359;0,297;0,158;0,15738767;0,35294434;20,79
tt5217;tt5217;0,265;0,493;0,095;1,084;0,1553508;0,34871977;20,93
tt5218;tt5218;1,02;1,336;0,125;0,431;0,14204699;0,3188937;13,33
tt5219;tt5219;0,099;2,154;0,232;0,872;0,14286208;0,32064701;14,13
tt5220;tt5220;1,302;0,79;0,077;1,903;0,1296618;0,29111663;10,83
tt5221;tt5221;0,118;1,079;0,74;1,459;0,12209083;0,27408193;17,02
tt5222;tt5222;0,181;0,281;0,335;0,932;0,12209083;0,27408193;15,49
tt5223;tt5223;0,278;1,748;0,465;0,204;0,12209083;0,27408193;13,01
tt5224;tt5224;0,581;0,912;0,071;0,876;0,12404884;0,27848746;19,57
tt5225;tt5225;1,386;1,333;0,11;0,424;0,12333322;0,2768773;28,66
tt5226;tt5226;1,014;1,935;0,111;0,4;0,12764547;0,28657987;32,94
tt5227;tt5227;0,394;0,716;0,314;0,282;0,13893731;0,31198653;34,95
tt5228;tt5228;1,03;0,304;0,072;0,835;0,20518786;0,46024389;36,05
tt5229;tt5229;0,705;0,664;0,416;0,239;0,27751071;0,62231627;36,07
tt5230;tt5230;0,173;0,89;0,356;0,308;0,32331068;0,72507949;34,94
tt5231;tt5231;0,087;0,565;0,141;0,317;0,35151453;0,78818874;31,1
tt5232;tt5232;0,121;0,51;0,208;0,116;0,3815748;0,85545455;28
tt5233;tt5233;0,036;0,15;0,088;0,281;0,40669432;0,91208658;25,28
tt5234;tt5234;0,369;0,219;0,05;0,237;0,40660364;0,9120168;24,8
tt5235;tt5235;0,15;0,295;0,058;0,098;0,40820076;0,91526126;24,86
tt5236;tt5236;0,17;0,137;0,084;0,183;0,40985763;0,91888181;28,28
tt5237;tt5237;0,419;0,353;0,061;0,304;0,3846981;0,86217443;35,18
tt5238;tt5238;1,676;0,269;0,146;1,018;0,28979911;0,64896495;37,93
tt5239;tt5239;0,238;0,199;0,33;0,791;0,21346302;0,47762046;37,85
tt5240;tt5240;0,412;0,186;0,479;0,356;0,18454307;0,41273852;36,42
tt5241;tt5241;0,389;0,09;0,193;0,206;0,16400501;0,36670688;34,08
tt5242;tt5242;0,536;0,191;0,289;0,138;0,17064679;0,38174038;33,14
tt5243;tt5243;0,127;0,552;0,384;0,576;0,15774468;0,35272854;29,03
tt5244;tt5244;0,244;0,482;0,117;0,525;0,15234723;0,33959977;26,87
tt5245;tt5245;0,024;0,331;0,107;0,261;0,14571881;0,32519599;27,47
tt5246;tt5246;0,149;0,233;0,139;0,881;0,12501641;0,27894674;29,04
tt5247;tt5247;0,652;0,277;0,931;0,056;0,1226609;0,27380793;32,65
tt5248;tt5248;0,434;0,728;0,537;0,106;0,12250179;0,27380793;36,95
tt5249;tt5249;0,296;1,264;0,111;0,394;0,12254156;0,27380793;42,16
tt5250;tt5250;0,258;0,97;0,182;0,236;0,12477301;0,27855124;45,11
tt5251;tt5251;0,535;1,029;0,272;0,147;0,13915516;0,31063362;44,9
tt5252;tt5252;0,072;0,849;0,623;0,3;0,18983385;0,42434742;39,94
tt5253;tt5253;0,671;0,34;1,338;0,563;0,24215601;0,54171427;35,92
tt5254;tt5254;0,188;0,241;0,227;0,348;0,2822023;0,63162153;29,94
tt5255;tt5255;0,114;0,233;0,154;0,479;0,31055964;0,69512123;28,09
tt5256;tt5256;0,041;0,131;0,037;0,195;0,34288819;0,76774705;26,86
tt5257;tt5257;0,275;0,423;0,085;0,272;0,35920242;0,80420104;25,34
tt5258;tt5258;0,396;0,094;0,165;0,498;0,36979453;0,82798844;24,59
tt5259;tt5259;0,062;0,493;0,11;0,226;0,38415296;0,85963121;24,64
tt5260;tt5260;0,22;0,307;0,202;0,105;0,38102496;0,85242278;26,96
tt5261;tt5261;0,558;0,195;0,121;0,57;0,3708497;0,82970784;31
tt5262;tt5262;0,178;0,43;0,291;0,396;0,31042866;0,69437039;35
tt5263;tt5263;0,342;0,166;0,068;0,165;0,22975947;0,51358224;36,51
tt5264;tt5264;0,362;0,879;0,071;0,44;0,21880448;0,48983041;37,06
tt5265;tt5265;0,27;0,232;0,188;0,142;0,19868438;0,44521491;36,2
tt5266;tt5266;0,078;0,338;0,23;0,094;0,17891057;0,40119921;36,38
tt5267;tt5267;0,303;0,226;0,153;0,121;0,1666927;0,37420229;34,74
tt5268;tt5268;0,66;0,509;0,132;0,507;0,18084467;0,40590072;31,51
tt5269;tt5269;0,354;0,243;0,045;0,477;0,20460856;0,45973719;29,56
tt5270;tt5270;0,213;0,681;0,809;0,292;0,20017888;0,44864032;30,95
tt5271;tt5271;0,907;0,343;3,161;0,218;0,21249607;0,47656926;31,33
tt5272;tt5272;0,129;0,77;0,776;0,183;0,24976686;0,5611909;32,36
tt5273;tt5273;0,822;0,694;0,009;0,555;0,23910007;0,53707404;33,09
tt5274;tt5274;1,096;0,299;0,493;0,226;0,25973941;0,58326142;30,09
tt5275;tt5275;0,32;0,268;0,301;0,164;0,30604654;0,68732688;28,77
tt5276;tt5276;0,462;0,643;0,243;0,902;0,36926962;0,82913038;28,52
tt5277;tt5277;0,25;0,804;0,243;0,217;0,41584407;0,93369865;26,16
tt5278;tt5278;0,386;0,323;0,394;0,186;0,42382152;0,95154927;24,68
tt5279;tt5279;0,157;0,392;0,073;0,405;0,44253189;0,99346821;25
tt5280;tt5280;0,232;0,109;0,114;0,788;0,46150511;1,03602592;23,06
tt5281;tt5281;0,258;0,209;0,109;0,406;0,47364936;1,06320386;21,12
tt5282;tt5282;0,153;0,203;0,068;0,336;0,48158565;1,08111474;19,08
tt5283;tt5283;0,126;0,135;0,066;0,227;0,48020184;1,07819995;19,09
tt5284;tt5284;0,088;0,21;0,055;0,276;0,47899487;1,07553849;24,57
tt5285;tt5285;0,19;1,702;0,116;0,383;0,45684306;1,02586859;25,87
tt5286;tt5286;0,146;0,572;0,161;0,149;0,38826594;0,87194958;27,29
tt5287;tt5287;0,085;0,165;0,055;0,166;0,31420776;0,70586083;32,56
tt5288;tt5288;0,849;0,304;0,431;0,296;0,27985624;0,62877773;32,35
tt5289;tt5289;0,165;0,564;0,26;0,909;0,25931341;0,58282745;31,49
tt5290;tt5290;0,308;0,345;0,265;1,178;0,23930818;0,53677654;30,59
tt5291;tt5291;0,136;0,216;1,811;0,029;0,25033465;0,5615861;27,74
tt5292;tt5292;0,073;0,382;0,695;0,155;0,23652007;0,53154243;26,56
tt5293;tt5293;0,121;0,215;0,557;0,162;0,21349172;0,47972863;27,09
tt5294;tt5294;0,175;0,143;0,753;0,366;0,19208678;0,43156751;26,34
tt5295;tt5295;0,579;1,079;0,065;0,241;0,17886718;0,40160657;26,32
tt5296;tt5296;1,715;0,173;0,041;1,01;0,19531704;0,43804948;32,07
tt5297;tt5297;0,39;0,44;0,304;0,187;0,19136378;0,42802516;30,73
tt5298;tt5298;0,263;0,977;0,187;0,525;0,21345209;0,47738051;30,95
tt5299;tt5299;0,369;1,071;0,35;0,937;0,25846841;0,57878469;29,9
tt5300;tt5300;1,488;0,314;1,095;0,723;0,3520786;0,78901907;30,1
tt5301;tt5301;0,226;0,308;0,366;0,092;0,42228976;0,94629843;28,68
tt5302;tt5302;0,652;1,57;0,134;0,099;0,483888;1,08459629;26,02
tt5303;tt5303;0,113;0,092;0,293;0,533;0,51092662;1,14507173;27,05
tt5304;tt5304;0,14;0,386;0,05;0,088;0,55536183;1,24460445;26
tt5305;tt5305;0,112;0,125;0,079;0,259;0,58715834;1,31582284;25,41
tt5306;tt5306;0,051;0,211;0,106;0,294;0,61283936;1,37341498;25,58
tt5307;tt5307;0,565;0,173;0,055;0,437;0,6594728;1,47821346;25,39
tt5308;tt5308;0,193;0,331;0,154;0,219;0,66795136;1,49716343;27,76
tt5309;tt5309;0,241;0,274;0,29;0,929;0,66426094;1,48904109;33,57
tt5310;tt5310;0,308;0,226;0,101;0,12;0,49913161;1,11817017;36,81
tt5311;tt5311;0,074;0,54;0,433;0,314;0,30652383;0,68578064;40,88
tt5312;tt5312;0,111;0,204;0,511;0,14;0,23191011;0,5184159;41,95
tt5313;tt5313;0,502;0,172;0,725;0,272;0,19032645;0,42525111;41,95
tt5314;tt5314;0,173;0,208;0,848;0,48;0,17619585;0,39323087;41,93
tt5315;tt5315;0,337;0,15;0,592;0,258;0,17934777;0,40075734;41,63
tt5316;tt5316;0,267;0,113;0,134;0,242;0,17079063;0,38131362;40,95
tt5317;tt5317;1,087;0,631;1,409;0,37;0,14728025;0,32879558;39,2
tt5318;tt5318;0,102;0,535;0,736;0,499;0,14825771;0,33106729;37,88
tt5319;tt5319;0,238;0,443;0,141;0,177;0,14671764;0,32737577;36,24
tt5320;tt5320;0,126;0,096;0,23;0,844;0,15076026;0,33646259;37,05
tt5321;tt5321;0,476;0,859;1,155;0,291;0,16903625;0,37737531;38
tt5322;tt5322;0,467;0,212;1,373;0,212;0,21983526;0,49123844;39,61
tt5323;tt5323;0,113;1,235;0,975;0,27;0,26088606;0,58304132;35,99
tt5324;tt5324;1,215;0,561;0,293;0,123;0,33004057;0,73805038;35,56
tt5325;tt5325;0,232;0,829;0,564;0,377;0,36985422;0,82715117;34,78
tt5326;tt5326;0,295;0,139;0,242;0,359;0,39169775;0,87594597;30,97
tt5327;tt5327;0,15;0,137;0,294;0,323;0,39480224;0,88263224;28,99
tt5328;tt5328;0,081;0,228;0,62;0,072;0,42656687;0,95377669;28,13
tt5329;tt5329;0,231;0,067;0,056;0,077;0,41787111;0,9339305;27,03
tt5330;tt5330;0,178;0,18;0,216;0,493;0,42138411;0,94175326;26,29
tt5331;tt5331;0,118;0,212;0,211;0,096;0,41523751;0,92786003;26,12
tt5332;tt5332;0,389;0,164;0,32;0,215;0,43208828;0,96564749;28,11
tt5333;tt5333;0,34;0,313;0,258;0,483;0,4632408;1,03592176;31,79
tt5334;tt5334;0,068;0,633;0,192;0,841;0,43175031;0,96575636;40,75
tt5335;tt5335;0,167;0,187;0,22;0,091;0,37451817;0,83793482;46,98
tt5336;tt5336;0,483;0,355;0,335;0,799;0,33093368;0,74053075;49,68
tt5337;tt5337;0,37;0,164;0,043;0,383;0,29996723;0,67125467;51,18
tt5338;tt5338;0,212;0,238;0,227;0,199;0,27979963;0,62598623;61,36
tt5339;tt5339;0,188;0,692;0,236;0,13;0,26671173;0,59704553;52,65
tt5340;tt5340;0,262;0,587;0,146;0,996;0,24885453;0,55651369;46,8
tt5341;tt5341;0,211;0,872;1,311;0,425;0,22144516;0,49404576;39,09
tt5342;tt5342;0,224;0,208;0,176;0,529;0,2189772;0,48847473;39,01
tt5343;tt5343;0,273;0,228;0,8;0,191;0,23838313;0,53200224;36,88
tt5344;tt5344;0,994;1,003;1,017;0,444;0,24545895;0,54760591;37,42
tt5345;tt5345;0,348;0,416;0,301;0,198;0,27066249;0,60465798;38,08
tt5346;tt5346;0,574;0,32;0,37;5,414;0,29718664;0,66447314;36,21
tt5347;tt5347;0,576;0,429;1,038;0,935;0,34215552;0,76494681;34,32
tt5348;tt5348;0,735;0,3;0,264;0,407;0,4064864;0,90887633;34,61
tt5349;tt5349;0,414;0,425;0,309;0,55;0,45437834;1,0161261;33,36
tt5350;tt5350;0,145;0,646;0,184;0,195;0,50187948;1,12296746;30,71
tt5351;tt5351;0,293;0,25;0,105;0,452;0,54168146;1,21237702;25,63
tt5352;tt5352;0,105;0,483;0,105;0,248;0,53810762;1,20427724;23,05
tt5353;tt5353;0,262;0,095;0,519;0,386;0,53732643;1,20255103;21,23
tt5354;tt5354;0,053;0,104;0,08;0,113;0,56842728;1,27239212;20,72
tt5355;tt5355;0,08;0,295;0,224;0,18;0,58924915;1,3191055;19,31
tt5356;tt5356;0,111;0,267;0,096;0,05;0,60628633;1,35731238;17,59
tt5357;tt5357;0,062;0,467;0,119;0,409;0,58808071;1,31643125;20,37
tt5358;tt5358;0,189;0,251;0,103;0,114;0,50339517;1,12691201;23,66
tt5359;tt5359;0,198;0,342;0,302;0,191;0,35763158;0,80020259;24,37
tt5360;tt5360;1,518;0,034;0,191;1,354;0,29207488;0,6530894;25,84
tt5361;tt5361;0,962;0,445;0,639;0,28;0,31269497;0,69970193;25,56
tt5362;tt5362;0,142;0,511;0,464;0,385;0,29683882;0,66433345;25,67
tt5363;tt5363;0,256;1,04;0,047;0,093;0,25608696;0,57303114;25,1
tt5364;tt5364;0,396;0,548;0,105;0,221;0,20999124;0,46956026;24,98
tt5365;tt5365;0,077;2,665;0,162;0,674;0,18491725;0,41335206;24,96
tt5366;tt5366;0,447;3,291;0,458;0,545;0,17062076;0,3814566;24,26
tt5367;tt5367;1,188;0,379;0,693;0,28;0,17624581;0,39415823;24,87
tt5368;tt5368;0,149;0,089;0,236;0,121;0,20750203;0,46450286;24,91
tt5369;tt5369;0,628;1,011;1,344;0,135;0,21994393;0,49252429;25,42
tt5370;tt5370;0,204;0,405;0,429;0,089;0,26265074;0,58825241;25,44
tt5371;tt5371;0,222;0,263;0,329;0,29;0,33848419;0,7580627;25,67
tt5372;tt5372;0,701;0,225;0,534;0,302;0,42234333;0,94621152;25,54
tt5373;tt5373;0,405;0,541;0,321;0,08;0,48252874;1,08148381;24,02
tt5374;tt5374;0,217;0,958;0,008;0,29;0,51169291;1,14659609;22,39
tt5375;tt5375;0,319;0,319;0,159;0,354;0,55190847;1,23667364;23,66
tt5376;tt5376;0,103;0,272;0,067;0,055;0,573576;1,28508085;21,66
tt5377;tt5377;0,161;0,187;0,214;0,172;0,58010099;1,29959981;20,42
tt5378;tt5378;0,789;0,264;0,05;0,206;0,6110937;1,36911539;18,09
tt5379;tt5379;0,208;0,127;0,2;0,542;0,61615196;1,38063273;13,67
tt5380;tt5380;0,407;0,186;0,066;0,498;0,61958387;1,38814559;12,34
tt5381;tt5381;0,038;0,205;0,124;0,044;0,60271943;1,35026418;12,16
tt5382;tt5382;0,131;0,038;0,057;0,21;0,50342525;1,12806048;18,01
tt5383;tt5383;0,725;0,461;0,375;0,208;0,38335113;0,85915642;21,28
tt5384;tt5384;0,175;0,442;0,59;0,199;0,3319929;0,74398195;21,02
tt5385;tt5385;0,524;1,62;0,283;0,006;0,257972;0,57752576;19,69
tt5386;tt5386;0,837;0,413;0,264;0,175;0,22186063;0,49677481;21,09
tt5387;tt5387;0,899;0,612;1,154;1,051;0,19611964;0,43946624;19,33
tt5388;tt5388;0,031;0,915;1,94;1,205;0,18477336;0,41414604;16,07
tt5389;tt5389;0,609;0,168;0,142;0,44;0,19665283;0,4408385;13,24
tt5390;tt5390;0,774;1,237;0,789;0,365;0,18977096;0,42513629;23,68
tt5391;tt5391;0,256;0,149;0,755;0,33;0,19024858;0,42639261;10,8
tt5392;tt5392;0,456;0,133;1,024;0,616;0,18986978;0,42491349;21,89
tt5393;tt5393;0,843;1,902;1,412;0,419;0,21573804;0,48254478;28,39
tt5394;tt5394;0,065;0,346;0,001;0,23;0,23144727;0,51798139;33
tt5395;tt5395;0,405;0,713;0,381;0,171;0,27402534;0,61402732;34,98
tt5396;tt5396;0,38;0,281;0,488;0,46;0,34559496;0,77506804;36,47
tt5397;tt5397;0,703;1,363;0,401;0,131;0,42016895;0,94267784;35,8
tt5398;tt5398;0,148;0,438;0,137;1,74;0,48165017;1,08094699;32
tt5399;tt5399;0,186;0,191;0,433;0,174;0,53245392;1,19530993;28,69
tt5400;tt5400;0,186;0,11;0,181;0,124;0,53880449;1,20950168;26,37
tt5401;tt5401;0,307;0,551;0,157;0,189;0,54320914;1,21935195;25,24
tt5402;tt5402;0,218;0,134;0,118;0,094;0,54329241;1,21955737;25,17
tt5403;tt5403;0,297;0,528;0,07;0,155;0,55380634;1,24323178;25,28
tt5404;tt5404;0,26;0,603;0,24;0,137;0,56579434;1,27027706;27,64
tt5405;tt5405;0,16;0,29;0,298;0,257;0,55206957;1,23949573;32,9
tt5406;tt5406;0,408;0,39;0,39;0,463;0,47939943;1,07610539;37,9
tt5407;tt5407;1,175;0,192;0,27;0,395;0,39206624;0,87975028;39,39
tt5408;tt5408;1,389;0,28;0,242;0,082;0,33956896;0,76212836;38,23
tt5409;tt5409;0,225;0,48;0,232;0,143;0,29363934;0,65887707;39,12
tt5410;tt5410;0,177;0,431;0,603;1,354;0,24745714;0,55498519;39,22
tt5411;tt5411;0,735;0,24;1,251;0,095;0,20282624;0,45478254;39,02
tt5412;tt5412;1,102;0,506;0,856;0,279;0,20655411;0,46364011;39,13
tt5413;tt5413;0,12;0,372;0,009;0,106;0,2175037;0,48735503;37,8
tt5414;tt5414;0,183;0,462;0,317;0,364;0,2121154;0,47535785;36,99
tt5415;tt5415;0,194;0,374;0,345;0,32;0,20745251;0,46543562;34,87
tt5416;tt5416;0,696;3,535;0,302;0,29;0,20896261;0,46800205;37,07
tt5417;tt5417;2,209;0,437;0,106;1,013;0,2871338;0,64444744;39,64
tt5418;tt5418;0,194;1,279;0,641;0,388;0,3363816;0,7545502;41,96
tt5419;tt5419;0,098;0,517;0,482;0,23;0,38094234;0,8539896;38,39
tt5420;tt5420;0,559;0,262;0,361;0,442;0,42154246;0,94524048;36,74
tt5421;tt5421;0,738;0,531;0,062;0,917;0,44580423;0,9996668;31,57
tt5422;tt5422;0,123;0,355;0,197;0,356;0,46391895;1,04035264;26,82
tt5423;tt5423;0,154;0,099;0,145;0,117;0,50033036;1,12219699;23,9
tt5424;tt5424;0,085;0,157;0,081;0,067;0,52034941;1,16724966;23,05
tt5425;tt5425;0,163;0,278;0,031;0,272;0,52444566;1,17651274;22,07
tt5426;tt5426;0,306;0,075;0,126;0,101;0,53120857;1,19167525;23,96
tt5427;tt5427;0,081;0,139;0,199;0,186;0,55029506;1,23462885;23,85
tt5428;tt5428;0,186;0,097;0,064;0,192;0,57343753;1,28669041;21,47
tt5429;tt5429;0,283;0,34;0,288;0,319;0,56772231;1,27381314;26,23
tt5430;tt5430;0,416;0,268;0,109;0,084;0,49795247;1,11700215;35
tt5431;tt5431;0,069;0,826;0,305;0,337;0,38347575;0,85966372;27,96
tt5432;tt5432;1,22;0,86;0,263;0,256;0,31948707;0,71618457;27,08
tt5433;tt5433;0,176;0,394;0,073;0,16;0,27844142;0,62410206;27,03
tt5434;tt5434;0,095;0,51;0,069;0,121;0,25806313;0,57875531;26,96
tt5435;tt5435;0,526;0,195;0,057;0,572;0,22150435;0,49666919;26,93
tt5436;tt5436;0,19;0,652;0,191;0,24;0,17627482;0,39530807;26,92
tt5437;tt5437;0,102;0,467;0,095;0,361;0,1636835;0,36740995;26,93
tt5438;tt5438;0,075;0,361;0,059;0,438;0,15325215;0,3435611;31,31
tt5439;tt5439;0,536;0,356;0,412;0,009;0,14556315;0,32573845;30,42
tt5440;tt5440;0,121;1,353;1,218;0,858;0,14670484;0,32828024;31,34
tt5441;tt5441;0,251;0,707;0,629;0,242;0,15793146;0,35334197;35,24
tt5442;tt5442;0,556;0,73;0,819;2,282;0,17711187;0,39604753;35,3
tt5443;tt5443;0,398;1,897;0,507;0,275;0,25799158;0,57763056;35,36
tt5444;tt5444;0,178;0,229;0,046;0,633;0,34079765;0,76376409;34,95
tt5445;tt5445;0,311;0,423;0,57;0,176;0,39822351;0,89285518;29,04
tt5446;tt5446;0,062;0,94;0,292;0,477;0,43382273;0,97273726;27,1
tt5447;tt5447;0,061;0,189;0,085;1,934;0,46173432;1,03501591;26,66
tt5448;tt5448;0,133;0,064;0,112;0,134;0,48326765;1,08319991;26,06
tt5449;tt5449;0,377;0,212;0,123;0,33;0,4911758;1,10078187;25,84
tt5450;tt5450;0,197;0,32;0,13;0,125;0,50390705;1,12908492;25,83
tt5451;tt5451;0,329;0,139;0,134;0,966;0,4926797;1,10354416;26,05
tt5452;tt5452;0,097;0,222;0,214;0,628;0,51777194;1,16002872;27,42
tt5453;tt5453;0,257;0,411;0,097;0,093;0,51847709;1,16201162;34,14
tt5454;tt5454;0,479;0,748;0,207;1,016;0,45807583;1,02668523;37,61
tt5455;tt5455;0,011;0,725;0,395;0,309;0,37178774;0,83336569;42
tt5456;tt5456;0,384;0,235;0,089;0,419;0,32390701;0,72576014;42,39
tt5457;tt5457;0,551;0,309;0,087;0,701;0,27333255;0,61236393;41,93
tt5458;tt5458;0,243;0,634;0,795;0,209;0,25393769;0,56924791;41,92
tt5459;tt5459;0,155;0,132;0,263;0,088;0,2353187;0,52788658;40,32
tt5460;tt5460;0,652;0,16;0,142;0,246;0,22479775;0,50421445;40,03
tt5461;tt5461;0,244;0,253;2,149;0,406;0,20470561;0,45923232;38,47
tt5462;tt5462;0,137;0,156;0,203;0,105;0,20216274;0,45370901;35,35
tt5463;tt5463;0,815;0,378;0,348;0,406;0,19109699;0,42875704;37,16
tt5464;tt5464;0,151;0,529;0,016;0,752;0,19490709;0,43732076;39,94
tt5465;tt5465;0,084;1,748;0,51;0,427;0,20061867;0,44999166;41,93
tt5466;tt5466;0,418;1,524;0,177;0,858;0,2317705;0,51968696;43,15
tt5467;tt5467;0,258;0,771;0,313;0,343;0,26539078;0,59471112;41,95
tt5468;tt5468;0,107;0,252;0,103;0,294;0,31664731;0,70938979;40,1
tt5469;tt5469;0,244;0,23;0,219;1,268;0,38035479;0,85225425;36,02
tt5470;tt5470;0,081;0,209;0,172;0,298;0,40527028;0,90792679;32
tt5471;tt5471;0,061;0,145;0,135;0,306;0,42533723;0,9529063;29,82
tt5472;tt5472;0,171;0,308;0,072;0,194;0,44242665;0,99120892;28,44
tt5473;tt5473;0,063;0,63;0,1;0,005;0,4172637;0,93432232;26,96
tt5474;tt5474;0,138;0,158;0,083;0,182;0,41845366;0,93687376;26,83
tt5475;tt5475;0,112;0,478;0,145;1,475;0,42662113;0,95525957;26,96
tt5476;tt5476;0,203;0,225;0,062;0,557;0,43174289;0,96667556;30,42
tt5477;tt5477;0,654;0,355;0,137;0,148;0,42848227;0,95934816;33,94
tt5478;tt5478;0,138;0,481;1,841;0,052;0,39531436;0,88544917;47,35
tt5479;tt5479;0,115;0,501;0,067;0,095;0,36010941;0,80764164;47,32
tt5480;tt5480;0,22;0,121;0,124;0,287;0,31837059;0,71435012;50,04
tt5481;tt5481;0,229;0,15;0,1;0,485;0,29073849;0,65204295;50,06
tt5482;tt5482;0,138;0,131;0,186;0,384;0,24683092;0,55262109;53,88
tt5483;tt5483;0,578;0,557;0,221;0,25;0,24660552;0,55090826;50,36
tt5484;tt5484;0,07;0,082;0,199;1,199;0,24538165;0,5486944;50,01
tt5485;tt5485;0,15;0,446;0,056;0,74;0,24674112;0,55269795;38,31
tt5486;tt5486;0,478;0,252;0,743;0,433;0,2413022;0,54105423;38,19
tt5487;tt5487;0,329;1,48;0,97;0,193;0,23651484;0,53046261;36,26
tt5488;tt5488;0,743;0,341;0,095;0,242;0,2408004;0,5401681;35,32
tt5489;tt5489;0,8;0,449;0,43;1,118;0,25693297;0,57630443;37,42
tt5490;tt5490;0,454;0,308;1,128;0,742;0,28694174;0,64350926;38,04
