HourUTC;PriceArea;SpotPriceDKK;;SpotPriceEUR
2017-03-13T21:00:00+00:00;DK1;228,51;tt1726;30,74
2017-03-13T22:00:00+00:00;DK1;224,34;tt1727;30,18
2017-03-13T23:00:00+00:00;DK1;219,88;tt1728;29,58
2017-03-14T00:00:00+00:00;DK1;212,67;tt1729;28,61
2017-03-14T01:00:00+00:00;DK1;206,13;tt1730;27,73
2017-03-14T02:00:00+00:00;DK1;206,27;tt1731;27,75
2017-03-14T03:00:00+00:00;DK1;211,33;tt1732;28,43
2017-03-14T04:00:00+00:00;DK1;219,21;tt1733;29,49
2017-03-14T05:00:00+00:00;DK1;234,07;tt1734;31,49
2017-03-14T06:00:00+00:00;DK1;244,33;tt1735;32,87
2017-03-14T07:00:00+00:00;DK1;244,33;tt1736;32,87
2017-03-14T08:00:00+00:00;DK1;237,42;tt1737;31,94
2017-03-14T09:00:00+00:00;DK1;234,67;tt1738;31,57
2017-03-14T10:00:00+00:00;DK1;231,92;tt1739;31,2
2017-03-14T11:00:00+00:00;DK1;225,53;tt1740;30,34
2017-03-14T12:00:00+00:00;DK1;221,81;tt1741;29,84
2017-03-14T13:00:00+00:00;DK1;219,36;tt1742;29,51
2017-03-14T14:00:00+00:00;DK1;218,76;tt1743;29,43
2017-03-14T15:00:00+00:00;DK1;220,77;tt1744;29,7
2017-03-14T16:00:00+00:00;DK1;222,85;tt1745;29,98
2017-03-14T17:00:00+00:00;DK1;229,47;tt1746;30,87
2017-03-14T18:00:00+00:00;DK1;225,3;tt1747;30,31
2017-03-14T19:00:00+00:00;DK1;209,84;tt1748;28,23
2017-03-14T20:00:00+00:00;DK1;189,55;tt1749;25,5
2017-03-14T21:00:00+00:00;DK1;172,08;tt1750;23,15
2017-03-14T22:00:00+00:00;DK1;62,14;tt1751;8,36
2017-03-14T23:00:00+00:00;DK1;0,07;tt1752;0,01
2017-03-15T00:00:00+00:00;DK1;-30,18;tt1753;-4,06
2017-03-15T01:00:00+00:00;DK1;-5,28;tt1754;-0,71
2017-03-15T02:00:00+00:00;DK1;0,37;tt1755;0,05
2017-03-15T03:00:00+00:00;DK1;33,9;tt1756;4,56
2017-03-15T04:00:00+00:00;DK1;175,35;tt1757;23,59
2017-03-15T05:00:00+00:00;DK1;220,32;tt1758;29,64
2017-03-15T06:00:00+00:00;DK1;229,32;tt1759;30,85
2017-03-15T07:00:00+00:00;DK1;230,88;tt1760;31,06
2017-03-15T08:00:00+00:00;DK1;227,68;tt1761;30,63
2017-03-15T09:00:00+00:00;DK1;225,3;tt1762;30,31
2017-03-15T10:00:00+00:00;DK1;222,03;tt1763;29,87
2017-03-15T11:00:00+00:00;DK1;215,64;tt1764;29,01
2017-03-15T12:00:00+00:00;DK1;210,81;tt1765;28,36
2017-03-15T13:00:00+00:00;DK1;209,02;tt1766;28,12
2017-03-15T14:00:00+00:00;DK1;207,31;tt1767;27,89
2017-03-15T15:00:00+00:00;DK1;216,16;tt1768;29,08
2017-03-15T16:00:00+00:00;DK1;226,34;tt1769;30,45
2017-03-15T17:00:00+00:00;DK1;230,88;tt1770;31,06
2017-03-15T18:00:00+00:00;DK1;230,06;tt1771;30,95
2017-03-15T19:00:00+00:00;DK1;229,39;tt1772;30,86
2017-03-15T20:00:00+00:00;DK1;228,13;tt1773;30,69
2017-03-15T21:00:00+00:00;DK1;208,5;tt1774;28,05
2017-03-15T22:00:00+00:00;DK1;175,43;tt1775;23,6
2017-03-15T23:00:00+00:00;DK1;156,7;tt1776;21,08
2017-03-16T00:00:00+00:00;DK1;156,33;tt1777;21,03
2017-03-16T01:00:00+00:00;DK1;161,39;tt1778;21,71
2017-03-16T02:00:00+00:00;DK1;192,68;tt1779;25,92
2017-03-16T03:00:00+00:00;DK1;218,33;tt1780;29,37
2017-03-16T04:00:00+00:00;DK1;220,78;tt1781;29,7
2017-03-16T05:00:00+00:00;DK1;228,66;tt1782;30,76
2017-03-16T06:00:00+00:00;DK1;241,74;tt1783;32,52
2017-03-16T07:00:00+00:00;DK1;265,16;tt1784;35,67
2017-03-16T08:00:00+00:00;DK1;262,26;tt1785;35,28
2017-03-16T09:00:00+00:00;DK1;244,87;tt1786;32,94
2017-03-16T10:00:00+00:00;DK1;236,91;tt1787;31,87
2017-03-16T11:00:00+00:00;DK1;226,65;tt1788;30,49
2017-03-16T12:00:00+00:00;DK1;226,36;tt1789;30,45
2017-03-16T13:00:00+00:00;DK1;224,42;tt1790;30,19
2017-03-16T14:00:00+00:00;DK1;225,09;tt1791;30,28
2017-03-16T15:00:00+00:00;DK1;226,88;tt1792;30,52
2017-03-16T16:00:00+00:00;DK1;228,14;tt1793;30,69
2017-03-16T17:00:00+00:00;DK1;228,88;tt1794;30,79
2017-03-16T18:00:00+00:00;DK1;227,17;tt1795;30,56
2017-03-16T19:00:00+00:00;DK1;222,19;tt1796;29,89
2017-03-16T20:00:00+00:00;DK1;212,46;tt1797;28,58
2017-03-16T21:00:00+00:00;DK1;77,24;tt1798;10,39
2017-03-16T22:00:00+00:00;DK1;68,69;tt1799;9,24
2017-03-16T23:00:00+00:00;DK1;127,71;tt1800;17,18
2017-03-17T00:00:00+00:00;DK1;126,52;tt1801;17,02
2017-03-17T01:00:00+00:00;DK1;126,82;tt1802;17,06
2017-03-17T02:00:00+00:00;DK1;139,08;tt1803;18,71
2017-03-17T03:00:00+00:00;DK1;160,86;tt1804;21,64
2017-03-17T04:00:00+00:00;DK1;193,2;tt1805;25,99
2017-03-17T05:00:00+00:00;DK1;216,84;tt1806;29,17
2017-03-17T06:00:00+00:00;DK1;227,69;tt1807;30,63
2017-03-17T07:00:00+00:00;DK1;227,77;tt1808;30,64
2017-03-17T08:00:00+00:00;DK1;224,49;tt1809;30,2
2017-03-17T09:00:00+00:00;DK1;222,12;tt1810;29,88
2017-03-17T10:00:00+00:00;DK1;218,03;tt1811;29,33
2017-03-17T11:00:00+00:00;DK1;206,88;tt1812;27,83
2017-03-17T12:00:00+00:00;DK1;189,11;tt1813;25,44
2017-03-17T13:00:00+00:00;DK1;164,28;tt1814;22,1
2017-03-17T14:00:00+00:00;DK1;169,34;tt1815;22,78
2017-03-17T15:00:00+00:00;DK1;196,84;tt1816;26,48
2017-03-17T16:00:00+00:00;DK1;220,03;tt1817;29,6
2017-03-17T17:00:00+00:00;DK1;223,75;tt1818;30,1
2017-03-17T18:00:00+00:00;DK1;222,78;tt1819;29,97
2017-03-17T19:00:00+00:00;DK1;218,47;tt1820;29,39
2017-03-17T20:00:00+00:00;DK1;207,47;tt1821;27,91
2017-03-17T21:00:00+00:00;DK1;182,12;tt1822;24,5
2017-03-17T22:00:00+00:00;DK1;111,21;tt1823;14,96
2017-03-17T23:00:00+00:00;DK1;87,19;tt1824;11,73
2017-03-18T00:00:00+00:00;DK1;70,02;tt1825;9,42
2017-03-18T01:00:00+00:00;DK1;69,8;tt1826;9,39
2017-03-18T02:00:00+00:00;DK1;155,66;tt1827;20,94
2017-03-18T03:00:00+00:00;DK1;168,15;tt1828;22,62
2017-03-18T04:00:00+00:00;DK1;163,91;tt1829;22,05
2017-03-18T05:00:00+00:00;DK1;171,79;tt1830;23,11
2017-03-18T06:00:00+00:00;DK1;195,65;tt1831;26,32
2017-03-18T07:00:00+00:00;DK1;212,08;tt1832;28,53
2017-03-18T08:00:00+00:00;DK1;214,9;tt1833;28,91
2017-03-18T09:00:00+00:00;DK1;207,54;tt1834;27,92
2017-03-18T10:00:00+00:00;DK1;199,44;tt1835;26,83
2017-03-18T11:00:00+00:00;DK1;190,97;tt1836;25,69
2017-03-18T12:00:00+00:00;DK1;126,44;tt1837;17,01
2017-03-18T13:00:00+00:00;DK1;72,48;tt1838;9,75
2017-03-18T14:00:00+00:00;DK1;106,75;tt1839;14,36
2017-03-18T15:00:00+00:00;DK1;74,26;tt1840;9,99
2017-03-18T16:00:00+00:00;DK1;203,98;tt1841;27,44
2017-03-18T17:00:00+00:00;DK1;240,18;tt1842;32,31
2017-03-18T18:00:00+00:00;DK1;230,74;tt1843;31,04
2017-03-18T19:00:00+00:00;DK1;226,87;tt1844;30,52
2017-03-18T20:00:00+00:00;DK1;224,64;tt1845;30,22
2017-03-18T21:00:00+00:00;DK1;227,24;tt1846;30,57
2017-03-18T22:00:00+00:00;DK1;216,02;tt1847;29,06
2017-03-18T23:00:00+00:00;DK1;123,55;tt1848;16,62
2017-03-19T00:00:00+00:00;DK1;117,38;tt1849;15,79
2017-03-19T01:00:00+00:00;DK1;119,84;tt1850;16,12
2017-03-19T02:00:00+00:00;DK1;94,19;tt1851;12,67
2017-03-19T03:00:00+00:00;DK1;124,6;tt1852;16,76
2017-03-19T04:00:00+00:00;DK1;140,43;tt1853;18,89
2017-03-19T05:00:00+00:00;DK1;209,42;tt1854;28,17
2017-03-19T06:00:00+00:00;DK1;211,28;tt1855;28,42
2017-03-19T07:00:00+00:00;DK1;213,66;tt1856;28,74
2017-03-19T08:00:00+00:00;DK1;137,08;tt1857;18,44
2017-03-19T09:00:00+00:00;DK1;156,56;tt1858;21,06
2017-03-19T10:00:00+00:00;DK1;131,06;tt1859;17,63
2017-03-19T11:00:00+00:00;DK1;134,19;tt1860;18,05
2017-03-19T12:00:00+00:00;DK1;84,38;tt1861;11,35
2017-03-19T13:00:00+00:00;DK1;75,23;tt1862;10,12
2017-03-19T14:00:00+00:00;DK1;70,18;tt1863;9,44
2017-03-19T15:00:00+00:00;DK1;70,03;tt1864;9,42
2017-03-19T16:00:00+00:00;DK1;75,46;tt1865;10,15
2017-03-19T17:00:00+00:00;DK1;127,05;tt1866;17,09
2017-03-19T18:00:00+00:00;DK1;124,3;tt1867;16,72
2017-03-19T19:00:00+00:00;DK1;88,91;tt1868;11,96
2017-03-19T20:00:00+00:00;DK1;70,4;tt1869;9,47
2017-03-19T21:00:00+00:00;DK1;93;tt1870;12,51
2017-03-19T22:00:00+00:00;DK1;75,23;tt1871;10,12
2017-03-19T23:00:00+00:00;DK1;78,73;tt1872;10,59
2017-03-20T00:00:00+00:00;DK1;103,11;tt1873;13,87
2017-03-20T01:00:00+00:00;DK1;74,86;tt1874;10,07
2017-03-20T02:00:00+00:00;DK1;121,62;tt1875;16,36
2017-03-20T03:00:00+00:00;DK1;164;tt1876;22,06
2017-03-20T04:00:00+00:00;DK1;193,88;tt1877;26,08
2017-03-20T05:00:00+00:00;DK1;269,86;tt1878;36,3
2017-03-20T06:00:00+00:00;DK1;291,86;tt1879;39,26
2017-03-20T07:00:00+00:00;DK1;304,58;tt1880;40,97
2017-03-20T08:00:00+00:00;DK1;285,47;tt1881;38,4
2017-03-20T09:00:00+00:00;DK1;268,15;tt1882;36,07
2017-03-20T10:00:00+00:00;DK1;244,8;tt1883;32,93
2017-03-20T11:00:00+00:00;DK1;240,05;tt1884;32,29
2017-03-20T12:00:00+00:00;DK1;237,59;tt1885;31,96
2017-03-20T13:00:00+00:00;DK1;231,65;tt1886;31,16
2017-03-20T14:00:00+00:00;DK1;229,12;tt1887;30,82
2017-03-20T15:00:00+00:00;DK1;227,19;tt1888;30,56
2017-03-20T16:00:00+00:00;DK1;231,65;tt1889;31,16
2017-03-20T17:00:00+00:00;DK1;235,81;tt1890;31,72
2017-03-20T18:00:00+00:00;DK1;230,75;tt1891;31,04
2017-03-20T19:00:00+00:00;DK1;227,19;tt1892;30,56
2017-03-20T20:00:00+00:00;DK1;205,18;tt1893;27,6
2017-03-20T21:00:00+00:00;DK1;187,34;tt1894;25,2
2017-03-20T22:00:00+00:00;DK1;79,92;tt1895;10,75
2017-03-20T23:00:00+00:00;DK1;139,46;tt1896;18,76
2017-03-21T00:00:00+00:00;DK1;129,95;tt1897;17,48
2017-03-21T01:00:00+00:00;DK1;118,35;tt1898;15,92
2017-03-21T02:00:00+00:00;DK1;133,96;tt1899;18,02
2017-03-21T03:00:00+00:00;DK1;163,99;tt1900;22,06
2017-03-21T04:00:00+00:00;DK1;178,34;tt1901;23,99
2017-03-21T05:00:00+00:00;DK1;222,5;tt1902;29,93
2017-03-21T06:00:00+00:00;DK1;231,72;tt1903;31,17
2017-03-21T07:00:00+00:00;DK1;234,62;tt1904;31,56
2017-03-21T08:00:00+00:00;DK1;229,26;tt1905;30,84
2017-03-21T09:00:00+00:00;DK1;222,8;tt1906;29,97
2017-03-21T10:00:00+00:00;DK1;220,72;tt1907;29,69
2017-03-21T11:00:00+00:00;DK1;216,18;tt1908;29,08
2017-03-21T12:00:00+00:00;DK1;214,55;tt1909;28,86
2017-03-21T13:00:00+00:00;DK1;215,14;tt1910;28,94
2017-03-21T14:00:00+00:00;DK1;218,34;tt1911;29,37
2017-03-21T15:00:00+00:00;DK1;220,27;tt1912;29,63
2017-03-21T16:00:00+00:00;DK1;225,62;tt1913;30,35
2017-03-21T17:00:00+00:00;DK1;228,82;tt1914;30,78
2017-03-21T18:00:00+00:00;DK1;228;tt1915;30,67
2017-03-21T19:00:00+00:00;DK1;215,73;tt1916;29,02
2017-03-21T20:00:00+00:00;DK1;123,85;tt1917;16,66
2017-03-21T21:00:00+00:00;DK1;123,55;tt1918;16,62
2017-03-21T22:00:00+00:00;DK1;123,48;tt1919;16,61
2017-03-21T23:00:00+00:00;DK1;124,75;tt1920;16,78
2017-03-22T00:00:00+00:00;DK1;133,9;tt1921;18,01
2017-03-22T01:00:00+00:00;DK1;134,27;tt1922;18,06
2017-03-22T02:00:00+00:00;DK1;154,57;tt1923;20,79
2017-03-22T03:00:00+00:00;DK1;200,66;tt1924;26,99
2017-03-22T04:00:00+00:00;DK1;217,31;tt1925;29,23
2017-03-22T05:00:00+00:00;DK1;226,46;tt1926;30,46
2017-03-22T06:00:00+00:00;DK1;234,26;tt1927;31,51
2017-03-22T07:00:00+00:00;DK1;239,54;tt1928;32,22
2017-03-22T08:00:00+00:00;DK1;235,16;tt1929;31,63
2017-03-22T09:00:00+00:00;DK1;233,3;tt1930;31,38
2017-03-22T10:00:00+00:00;DK1;231,66;tt1931;31,16
2017-03-22T11:00:00+00:00;DK1;231,14;tt1932;31,09
2017-03-22T12:00:00+00:00;DK1;229,28;tt1933;30,84
2017-03-22T13:00:00+00:00;DK1;227,5;tt1934;30,6
2017-03-22T14:00:00+00:00;DK1;228,24;tt1935;30,7
2017-03-22T15:00:00+00:00;DK1;229,73;tt1936;30,9
2017-03-22T16:00:00+00:00;DK1;294,41;tt1937;39,6
2017-03-22T17:00:00+00:00;DK1;315,23;tt1938;42,4
2017-03-22T18:00:00+00:00;DK1;253,07;tt1939;34,04
2017-03-22T19:00:00+00:00;DK1;232,33;tt1940;31,25
2017-03-22T20:00:00+00:00;DK1;231,07;tt1941;31,08
2017-03-22T21:00:00+00:00;DK1;231,36;tt1942;31,12
2017-03-22T22:00:00+00:00;DK1;216,87;tt1943;29,17
2017-03-22T23:00:00+00:00;DK1;219;tt1944;29,45
2017-03-23T00:00:00+00:00;DK1;216,4;tt1945;29,1
2017-03-23T01:00:00+00:00;DK1;214,99;tt1946;28,91
2017-03-23T02:00:00+00:00;DK1;213,06;tt1947;28,65
2017-03-23T03:00:00+00:00;DK1;212,16;tt1948;28,53
2017-03-23T04:00:00+00:00;DK1;228,45;tt1949;30,72
2017-03-23T05:00:00+00:00;DK1;234,47;tt1950;31,53
2017-03-23T06:00:00+00:00;DK1;283,48;tt1951;38,12
2017-03-23T07:00:00+00:00;DK1;293,96;tt1952;39,53
2017-03-23T08:00:00+00:00;DK1;265,71;tt1953;35,73
2017-03-23T09:00:00+00:00;DK1;246,3;tt1954;33,12
2017-03-23T10:00:00+00:00;DK1;235,96;tt1955;31,73
2017-03-23T11:00:00+00:00;DK1;230,31;tt1956;30,97
2017-03-23T12:00:00+00:00;DK1;230,46;tt1957;30,99
2017-03-23T13:00:00+00:00;DK1;228,97;tt1958;30,79
2017-03-23T14:00:00+00:00;DK1;229,27;tt1959;30,83
2017-03-23T15:00:00+00:00;DK1;229,79;tt1960;30,9
2017-03-23T16:00:00+00:00;DK1;236,11;tt1961;31,75
2017-03-23T17:00:00+00:00;DK1;252,77;tt1962;33,99
2017-03-23T18:00:00+00:00;DK1;243,92;tt1963;32,8
2017-03-23T19:00:00+00:00;DK1;234,4;tt1964;31,52
2017-03-23T20:00:00+00:00;DK1;231,42;tt1965;31,12
2017-03-23T21:00:00+00:00;DK1;227,71;tt1966;30,62
2017-03-23T22:00:00+00:00;DK1;220,05;tt1967;29,59
2017-03-23T23:00:00+00:00;DK1;215,95;tt1968;29,04
2017-03-24T00:00:00+00:00;DK1;215,58;tt1969;28,99
2017-03-24T01:00:00+00:00;DK1;217,21;tt1970;29,21
2017-03-24T02:00:00+00:00;DK1;214,68;tt1971;28,87
2017-03-24T03:00:00+00:00;DK1;215,65;tt1972;29
2017-03-24T04:00:00+00:00;DK1;224,13;tt1973;30,14
2017-03-24T05:00:00+00:00;DK1;245,99;tt1974;33,08
2017-03-24T06:00:00+00:00;DK1;305,85;tt1975;41,13
2017-03-24T07:00:00+00:00;DK1;325,63;tt1976;43,79
2017-03-24T08:00:00+00:00;DK1;305,55;tt1977;41,09
2017-03-24T09:00:00+00:00;DK1;265,55;tt1978;35,71
2017-03-24T10:00:00+00:00;DK1;245,47;tt1979;33,01
2017-03-24T11:00:00+00:00;DK1;232,83;tt1980;31,31
2017-03-24T12:00:00+00:00;DK1;225,24;tt1981;30,29
2017-03-24T13:00:00+00:00;DK1;222,34;tt1982;29,9
2017-03-24T14:00:00+00:00;DK1;223,61;tt1983;30,07
2017-03-24T15:00:00+00:00;DK1;225,39;tt1984;30,31
2017-03-24T16:00:00+00:00;DK1;229,33;tt1985;30,84
2017-03-24T17:00:00+00:00;DK1;233,35;tt1986;31,38
2017-03-24T18:00:00+00:00;DK1;227,99;tt1987;30,66
2017-03-24T19:00:00+00:00;DK1;223,46;tt1988;30,05
2017-03-24T20:00:00+00:00;DK1;221,82;tt1989;29,83
2017-03-24T21:00:00+00:00;DK1;219,37;tt1990;29,5
2017-03-24T22:00:00+00:00;DK1;215,13;tt1991;28,93
2017-03-24T23:00:00+00:00;DK1;214,33;tt1992;28,82
2017-03-25T00:00:00+00:00;DK1;210,76;tt1993;28,34
2017-03-25T01:00:00+00:00;DK1;209,5;tt1994;28,17
2017-03-25T02:00:00+00:00;DK1;201,77;tt1995;27,13
2017-03-25T03:00:00+00:00;DK1;200,95;tt1996;27,02
2017-03-25T04:00:00+00:00;DK1;204,96;tt1997;27,56
2017-03-25T05:00:00+00:00;DK1;210,91;tt1998;28,36
2017-03-25T06:00:00+00:00;DK1;214,63;tt1999;28,86
2017-03-25T07:00:00+00:00;DK1;217,01;tt2000;29,18
2017-03-25T08:00:00+00:00;DK1;215,67;tt2001;29
2017-03-25T09:00:00+00:00;DK1;209,65;tt2002;28,19
2017-03-25T10:00:00+00:00;DK1;188,83;tt2003;25,39
2017-03-25T11:00:00+00:00;DK1;170,38;tt2004;22,91
2017-03-25T12:00:00+00:00;DK1;156,85;tt2005;21,09
2017-03-25T13:00:00+00:00;DK1;118,77;tt2006;15,97
2017-03-25T14:00:00+00:00;DK1;149,26;tt2007;20,07
2017-03-25T15:00:00+00:00;DK1;174,55;tt2008;23,47
2017-03-25T16:00:00+00:00;DK1;208,53;tt2009;28,04
2017-03-25T17:00:00+00:00;DK1;251,74;tt2010;33,85
2017-03-25T18:00:00+00:00;DK1;236,72;tt2011;31,83
2017-03-25T19:00:00+00:00;DK1;222,81;tt2012;29,96
2017-03-25T20:00:00+00:00;DK1;220,51;tt2013;29,65
2017-03-25T21:00:00+00:00;DK1;218,13;tt2014;29,33
2017-03-25T22:00:00+00:00;DK1;211,95;tt2015;28,5
2017-03-25T23:00:00+00:00;DK1;213,8;tt2016;28,74
2017-03-26T00:00:00+00:00;DK1;207,85;tt2017;27,94
2017-03-26T01:00:00+00:00;DK1;200,63;tt2018;26,97
2017-03-26T02:00:00+00:00;DK1;198,03;tt2019;26,62
2017-03-26T03:00:00+00:00;DK1;183,37;tt2020;24,65
2017-03-26T04:00:00+00:00;DK1;199,89;tt2021;26,87
2017-03-26T05:00:00+00:00;DK1;205,84;tt2022;27,67
2017-03-26T06:00:00+00:00;DK1;210,08;tt2023;28,24
2017-03-26T07:00:00+00:00;DK1;212,61;tt2024;28,58
2017-03-26T08:00:00+00:00;DK1;211,57;tt2025;28,44
2017-03-26T09:00:00+00:00;DK1;207,47;tt2026;27,89
2017-03-26T10:00:00+00:00;DK1;203,16;tt2027;27,31
2017-03-26T11:00:00+00:00;DK1;180,69;tt2028;24,29
2017-03-26T12:00:00+00:00;DK1;174,52;tt2029;23,46
2017-03-26T13:00:00+00:00;DK1;172,58;tt2030;23,2
2017-03-26T14:00:00+00:00;DK1;173,78;tt2031;23,36
2017-03-26T15:00:00+00:00;DK1;165,29;tt2032;22,22
2017-03-26T16:00:00+00:00;DK1;225,48;tt2033;30,31
2017-03-26T17:00:00+00:00;DK1;257,84;tt2034;34,66
2017-03-26T18:00:00+00:00;DK1;247,64;tt2035;33,29
2017-03-26T19:00:00+00:00;DK1;221,91;tt2036;29,83
2017-03-26T20:00:00+00:00;DK1;220,34;tt2037;29,62
2017-03-26T21:00:00+00:00;DK1;217,74;tt2038;29,27
2017-03-26T22:00:00+00:00;DK1;210,15;tt2039;28,25
2017-03-26T23:00:00+00:00;DK1;210,3;tt2040;28,27
2017-03-27T00:00:00+00:00;DK1;210,52;tt2041;28,3
2017-03-27T01:00:00+00:00;DK1;199,96;tt2042;26,88
2017-03-27T02:00:00+00:00;DK1;201,3;tt2043;27,06
2017-03-27T03:00:00+00:00;DK1;223,91;tt2044;30,1
2017-03-27T04:00:00+00:00;DK1;242,07;tt2045;32,54
2017-03-27T05:00:00+00:00;DK1;264,61;tt2046;35,57
2017-03-27T06:00:00+00:00;DK1;271,82;tt2047;36,54
2017-03-27T07:00:00+00:00;DK1;265,2;tt2048;35,65
2017-03-27T08:00:00+00:00;DK1;253,6;tt2049;34,09
2017-03-27T09:00:00+00:00;DK1;241,32;tt2050;32,44
2017-03-27T10:00:00+00:00;DK1;226,44;tt2051;30,44
2017-03-27T11:00:00+00:00;DK1;220,72;tt2052;29,67
2017-03-27T12:00:00+00:00;DK1;216,55;tt2053;29,11
2017-03-27T13:00:00+00:00;DK1;215,14;tt2054;28,92
2017-03-27T14:00:00+00:00;DK1;217,07;tt2055;29,18
2017-03-27T15:00:00+00:00;DK1;220,86;tt2056;29,69
2017-03-27T16:00:00+00:00;DK1;222,5;tt2057;29,91
2017-03-27T17:00:00+00:00;DK1;223,84;tt2058;30,09
2017-03-27T18:00:00+00:00;DK1;222,35;tt2059;29,89
2017-03-27T19:00:00+00:00;DK1;221,68;tt2060;29,8
2017-03-27T20:00:00+00:00;DK1;219,52;tt2061;29,51
2017-03-27T21:00:00+00:00;DK1;214,84;tt2062;28,88
2017-03-27T22:00:00+00:00;DK1;213,61;tt2063;28,71
2017-03-27T23:00:00+00:00;DK1;208,84;tt2064;28,07
2017-03-28T00:00:00+00:00;DK1;204,08;tt2065;27,43
2017-03-28T01:00:00+00:00;DK1;202,67;tt2066;27,24
2017-03-28T02:00:00+00:00;DK1;206,24;tt2067;27,72
2017-03-28T03:00:00+00:00;DK1;216,21;tt2068;29,06
2017-03-28T04:00:00+00:00;DK1;249,84;tt2069;33,58
2017-03-28T05:00:00+00:00;DK1;329;tt2070;44,22
2017-03-28T06:00:00+00:00;DK1;372,01;tt2071;50
2017-03-28T07:00:00+00:00;DK1;320,15;tt2072;43,03
2017-03-28T08:00:00+00:00;DK1;297,16;tt2073;39,94
2017-03-28T09:00:00+00:00;DK1;278,26;tt2074;37,4
2017-03-28T10:00:00+00:00;DK1;240,24;tt2075;32,29
2017-03-28T11:00:00+00:00;DK1;228,49;tt2076;30,71
2017-03-28T12:00:00+00:00;DK1;223,05;tt2077;29,98
2017-03-28T13:00:00+00:00;DK1;223,2;tt2078;30
2017-03-28T14:00:00+00:00;DK1;223,58;tt2079;30,05
2017-03-28T15:00:00+00:00;DK1;239,27;tt2080;32,16
2017-03-28T16:00:00+00:00;DK1;278,71;tt2081;37,46
2017-03-28T17:00:00+00:00;DK1;308,09;tt2082;41,41
2017-03-28T18:00:00+00:00;DK1;305,12;tt2083;41,01
2017-03-28T19:00:00+00:00;DK1;270,82;tt2084;36,4
2017-03-28T20:00:00+00:00;DK1;249,69;tt2085;33,56
2017-03-28T21:00:00+00:00;DK1;215,02;tt2086;28,9
2017-03-28T22:00:00+00:00;DK1;208,76;tt2087;28,06
2017-03-28T23:00:00+00:00;DK1;198,72;tt2088;26,71
2017-03-29T00:00:00+00:00;DK1;198,49;tt2089;26,68
2017-03-29T01:00:00+00:00;DK1;200,06;tt2090;26,89
2017-03-29T02:00:00+00:00;DK1;194,1;tt2091;26,09
2017-03-29T03:00:00+00:00;DK1;200,5;tt2092;26,95
2017-03-29T04:00:00+00:00;DK1;254,14;tt2093;34,16
2017-03-29T05:00:00+00:00;DK1;294,32;tt2094;39,56
2017-03-29T06:00:00+00:00;DK1;295,96;tt2095;39,78
2017-03-29T07:00:00+00:00;DK1;251,24;tt2096;33,77
2017-03-29T08:00:00+00:00;DK1;236,29;tt2097;31,76
2017-03-29T09:00:00+00:00;DK1;227,06;tt2098;30,52
2017-03-29T10:00:00+00:00;DK1;225,35;tt2099;30,29
2017-03-29T11:00:00+00:00;DK1;223,42;tt2100;30,03
2017-03-29T12:00:00+00:00;DK1;222,82;tt2101;29,95
2017-03-29T13:00:00+00:00;DK1;221,33;tt2102;29,75
2017-03-29T14:00:00+00:00;DK1;228,03;tt2103;30,65
2017-03-29T15:00:00+00:00;DK1;236,44;tt2104;31,78
2017-03-29T16:00:00+00:00;DK1;257,71;tt2105;34,64
2017-03-29T17:00:00+00:00;DK1;293,87;tt2106;39,5
2017-03-29T18:00:00+00:00;DK1;302,28;tt2107;40,63
2017-03-29T19:00:00+00:00;DK1;279,89;tt2108;37,62
2017-03-29T20:00:00+00:00;DK1;255,33;tt2109;34,32
2017-03-29T21:00:00+00:00;DK1;223,12;tt2110;29,99
2017-03-29T22:00:00+00:00;DK1;213,55;tt2111;28,7
2017-03-29T23:00:00+00:00;DK1;208,49;tt2112;28,02
2017-03-30T00:00:00+00:00;DK1;203,13;tt2113;27,3
2017-03-30T01:00:00+00:00;DK1;202,76;tt2114;27,25
2017-03-30T02:00:00+00:00;DK1;206,03;tt2115;27,69
2017-03-30T03:00:00+00:00;DK1;214,36;tt2116;28,81
2017-03-30T04:00:00+00:00;DK1;265,7;tt2117;35,71
2017-03-30T05:00:00+00:00;DK1;320,39;tt2118;43,06
2017-03-30T06:00:00+00:00;DK1;314,59;tt2119;42,28
2017-03-30T07:00:00+00:00;DK1;265,7;tt2120;35,71
2017-03-30T08:00:00+00:00;DK1;270,17;tt2121;36,31
2017-03-30T09:00:00+00:00;DK1;252,83;tt2122;33,98
2017-03-30T10:00:00+00:00;DK1;245,47;tt2123;32,99
2017-03-30T11:00:00+00:00;DK1;230,51;tt2124;30,98
2017-03-30T12:00:00+00:00;DK1;220,09;tt2125;29,58
2017-03-30T13:00:00+00:00;DK1;216,3;tt2126;29,07
2017-03-30T14:00:00+00:00;DK1;215,26;tt2127;28,93
2017-03-30T15:00:00+00:00;DK1;219,2;tt2128;29,46
2017-03-30T16:00:00+00:00;DK1;220,69;tt2129;29,66
2017-03-30T17:00:00+00:00;DK1;220,61;tt2130;29,65
2017-03-30T18:00:00+00:00;DK1;222,55;tt2131;29,91
2017-03-30T19:00:00+00:00;DK1;222,25;tt2132;29,87
2017-03-30T20:00:00+00:00;DK1;213,99;tt2133;28,76
2017-03-30T21:00:00+00:00;DK1;208,41;tt2134;28,01
2017-03-30T22:00:00+00:00;DK1;200,18;tt2135;26,91
2017-03-30T23:00:00+00:00;DK1;184,26;tt2136;24,77
